corpus_id,title,doi,openaire_id,candidate_url,is_open,access_label,oa_route,license,version,hosted_by,collected_from
DCM-00657,Sequence management UX patterns,10.1145/3304087.3304094,doi_________::e4070fd7e8b79ee17402640f63d07bd0,https://doi.org/10.1145/3304087.3304094,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00658,Conversation management UX patterns,10.1145/3304087.3304095,doi_dedup___::9435dcb3bbb5472cedb2a39aa3a4ace3,https://doi.org/10.1145/3304087.3304095,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00659,Voice UX in Banking: Designing Conversational AI for Financial Assistants,10.70528/ijlrp.v6.i7.1687,doi_________::0e31f4564fcf98bd92508a2b3e19e1db,https://doi.org/10.70528/ijlrp.v6.i7.1687,false,,,,Article,International Journal of Leading Research Publication,Crossref
DCM-00660,References,10.1145/3304087.3304102,doi_________::8ca14127d3c4203d82d93d5808f8291c,https://doi.org/10.1145/3304087.3304102,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00661,Conclusion,10.1145/3304087.3304097,doi_________::51587ec73b4958c6939dffa5e7ea153a,https://doi.org/10.1145/3304087.3304097,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00662,Preface,10.1145/3304087.3304088,doi_________::6dd0cf89873c89bbc99bff0510e94ebb,https://doi.org/10.1145/3304087.3304088,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00663,Conversation authoring,10.1145/3304087.3304091,doi_________::8dc0949c04c74d1de310b17aa2064888,https://doi.org/10.1145/3304087.3304091,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00664,Introduction,10.1145/3304087.3304089,doi_________::345098fd0430cd606bca8effc9e5df3a,https://doi.org/10.1145/3304087.3304089,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00665,Conversation analysis,10.1145/3304087.3304090,doi_________::85e0b3bc10f9943d67541f6f6e2a9b26,https://doi.org/10.1145/3304087.3304090,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00666,Natural conversation framework,10.1145/3304087.3304092,doi_________::74d111932f6fde380d7c46d62b69b436,https://doi.org/10.1145/3304087.3304092,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00667,"Key Points from Part II: Conversational Writing—UX Writing, Social Media, Mobile",10.4324/9781003430612-12,doi_________::2cf776aea094318f668a328b07313f36,https://doi.org/10.4324/9781003430612-12,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00668,UX Design and Evaluation on Conversational Bot Supporting Multi-Turn and Multi-Domain Dialogues,10.1109/platcon55845.2022.9932056,doi_dedup___::652c05434753102d47f54d9f9653aa95,https://doi.org/10.1109/platcon55845.2022.9932056,false,CLOSED,,STM Policy #29,Article,Unknown Repository,Crossref
DCM-00668,UX Design and Evaluation on Conversational Bot Supporting Multi-Turn and Multi-Domain Dialogues,10.1109/platcon55845.2022.9932056,doi_dedup___::652c05434753102d47f54d9f9653aa95,https://doi.org/10.1109/platcon55845.2022.9932091,false,CLOSED,,STM Policy #29,Article,Unknown Repository,Crossref
DCM-00669,UX Design and Evaluation on Conversational Bot Supporting Multi-Turn and Multi-Domain Dialogues,10.1109/platcon55845.2022.9932091,doi_dedup___::652c05434753102d47f54d9f9653aa95,https://doi.org/10.1109/platcon55845.2022.9932056,false,CLOSED,,STM Policy #29,Article,Unknown Repository,Crossref
DCM-00669,UX Design and Evaluation on Conversational Bot Supporting Multi-Turn and Multi-Domain Dialogues,10.1109/platcon55845.2022.9932091,doi_dedup___::652c05434753102d47f54d9f9653aa95,https://doi.org/10.1109/platcon55845.2022.9932091,false,CLOSED,,STM Policy #29,Article,Unknown Repository,Crossref
DCM-00670,Appendix B: Dialog design pseudocode,10.1145/3304087.3304099,doi_________::4102d2e159fb9a3dfa574f7339a9f9cf,https://doi.org/10.1145/3304087.3304099,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00671,Appendix C: NCF pattern language summary,10.1145/3304087.3304100,doi_________::08a4317f1344f4ec4624af75ee05300e,https://doi.org/10.1145/3304087.3304100,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00672,Teaching Agents When They Fail: End User Development in Goal-Oriented Conversational Agents,10.1007/978-3-319-95579-7_6,doi_dedup___::91055fde92f777511a792d3896675599,https://doi.org/10.1007/978-3-319-95579-7_6,false,CLOSED,,Springer TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00672,Teaching Agents When They Fail: End User Development in Goal-Oriented Conversational Agents,10.1007/978-3-319-95579-7_6,doi_dedup___::91055fde92f777511a792d3896675599,https://dx.doi.org/10.1007/978-3-319-95579-7_6,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00672,Teaching Agents When They Fail: End User Development in Goal-Oriented Conversational Agents,10.1007/978-3-319-95579-7_6,doi_dedup___::91055fde92f777511a792d3896675599,https://dx.doi.org/10.1007/978-3-319-95579-7_6,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00673,Appendix A: Conversation analysis transcription conventions,10.1145/3304087.3304098,doi_________::e55d5354cb8db5edf31577a00358134f,https://doi.org/10.1145/3304087.3304098,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00674,Appendix D: Sample conversation with Alma,10.1145/3304087.3304101,doi_________::0b3ac62b80065715020a46891d5b7e60,https://doi.org/10.1145/3304087.3304101,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00675,Analysis of Conversational AI Agent UX Based on Users’ Cultural and Linguistic Backgrounds,10.14695/kjsos.2026.29.1.3,doi_________::2c66ac55463e5e9abd0e3ec1cfd76dda,https://doi.org/10.14695/kjsos.2026.29.1.3,false,,,,Article,Korean Society for Emotion and Sensibility,Crossref
DCM-00676,Conversational Collective Intelligence (CCI) using Hyperchat AI in a Real-world Forecasting Task,10.1109/chiuxid68326.2025.11323746,doi_dedup___::b215be6bfa08290d57b5962807445c34,http://arxiv.org/abs/2511.03732,true,OPEN,,,Preprint,arXiv.org e-Print Archive,arXiv.org e-Print Archive
DCM-00676,Conversational Collective Intelligence (CCI) using Hyperchat AI in a Real-world Forecasting Task,10.1109/chiuxid68326.2025.11323746,doi_dedup___::b215be6bfa08290d57b5962807445c34,https://dblp.org/rec/journals/corr/abs-2511-03732.html,false,,,,Preprint,DBLP,DBLP
DCM-00676,Conversational Collective Intelligence (CCI) using Hyperchat AI in a Real-world Forecasting Task,10.1109/chiuxid68326.2025.11323746,doi_dedup___::b215be6bfa08290d57b5962807445c34,https://doi.org/10.1109/chiuxid68326.2025.11323746,false,CLOSED,,STM Policy #29,Article,Unknown Repository,Crossref
DCM-00676,Conversational Collective Intelligence (CCI) using Hyperchat AI in a Real-world Forecasting Task,10.1109/chiuxid68326.2025.11323746,doi_dedup___::b215be6bfa08290d57b5962807445c34,https://doi.org/10.48550/arXiv.2511.03732,false,,,,Preprint,DBLP,DBLP
DCM-00676,Conversational Collective Intelligence (CCI) using Hyperchat AI in a Real-world Forecasting Task,10.1109/chiuxid68326.2025.11323746,doi_dedup___::b215be6bfa08290d57b5962807445c34,https://dx.doi.org/10.48550/arxiv.2511.03732,false,,,CC BY NC ND,Article,Unknown Repository,Datacite
DCM-00677,Helping Users Reflect on Their Own Health-Related Behaviors,10.1007/978-3-319-95579-7_5,doi_dedup___::c4a5dcde73bc8da52c3063b8f004194a,https://doi.org/10.1007/978-3-319-95579-7_5,false,CLOSED,,Springer TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00677,Helping Users Reflect on Their Own Health-Related Behaviors,10.1007/978-3-319-95579-7_5,doi_dedup___::c4a5dcde73bc8da52c3063b8f004194a,https://dx.doi.org/10.1007/978-3-319-95579-7_5,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00677,Helping Users Reflect on Their Own Health-Related Behaviors,10.1007/978-3-319-95579-7_5,doi_dedup___::c4a5dcde73bc8da52c3063b8f004194a,https://dx.doi.org/10.1007/978-3-319-95579-7_5,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00678,Recovering from Dialogue Failures Using Multiple Agents in Wealth Management Advice,10.1007/978-3-319-95579-7_7,doi_dedup___::3e762e7bd6bae7fc528657f3e0dc2408,https://doi.org/10.1007/978-3-319-95579-7_7,false,CLOSED,,Springer TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00678,Recovering from Dialogue Failures Using Multiple Agents in Wealth Management Advice,10.1007/978-3-319-95579-7_7,doi_dedup___::3e762e7bd6bae7fc528657f3e0dc2408,https://dx.doi.org/10.1007/978-3-319-95579-7_7,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00679,Adapting to Customer Initiative: Insights from Human Service Encounters,10.1007/978-3-319-95579-7_2,doi_dedup___::c00e97ed9f2528512de8e185d0f75587,https://doi.org/10.1007/978-3-319-95579-7_2,false,CLOSED,,Springer TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00679,Adapting to Customer Initiative: Insights from Human Service Encounters,10.1007/978-3-319-95579-7_2,doi_dedup___::c00e97ed9f2528512de8e185d0f75587,https://dx.doi.org/10.1007/978-3-319-95579-7_2,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00679,Adapting to Customer Initiative: Insights from Human Service Encounters,10.1007/978-3-319-95579-7_2,doi_dedup___::c00e97ed9f2528512de8e185d0f75587,https://dx.doi.org/10.1007/978-3-319-95579-7_2,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00680,Ethics-in-practice in UX Design: an Empirical Study of an AI-Based Conversational Support Tool,10.1145/3805689.3812474,doi_dedup___::7ca38d4cf42fa1005efb72be3487fa1b,https://doi.org/10.1145/3805689.3812474,true,OPEN,hybrid,CC BY,Article,Unknown Repository,Crossref
DCM-00680,Ethics-in-practice in UX Design: an Empirical Study of an AI-Based Conversational Support Tool,10.1145/3805689.3812474,doi_dedup___::7ca38d4cf42fa1005efb72be3487fa1b,https://doi.org/10.1145/3805689.3812474,false,,,,Conference object,Vrije Universiteit Amsterdam (VU Amsterdam) – Research Portal,Vrije Universiteit Amsterdam (VU Amsterdam) – Research Portal
DCM-00680,Ethics-in-practice in UX Design: an Empirical Study of an AI-Based Conversational Support Tool,10.1145/3805689.3812474,doi_dedup___::7ca38d4cf42fa1005efb72be3487fa1b,https://hdl.handle.net/1871.1/86596db4-472a-4740-9bf8-4de069cf8cd2,false,,,,Conference object,Vrije Universiteit Amsterdam (VU Amsterdam) – Research Portal,Vrije Universiteit Amsterdam (VU Amsterdam) – Research Portal
DCM-00680,Ethics-in-practice in UX Design: an Empirical Study of an AI-Based Conversational Support Tool,10.1145/3805689.3812474,doi_dedup___::7ca38d4cf42fa1005efb72be3487fa1b,https://research.vu.nl/en/publications/86596db4-472a-4740-9bf8-4de069cf8cd2,false,,,,Conference object,Vrije Universiteit Amsterdam (VU Amsterdam) – Research Portal,Vrije Universiteit Amsterdam (VU Amsterdam) – Research Portal
DCM-00681,"Retail QA Automation Framework for LLM-Generated UX: Testing Conversational Commerce Interfaces for Compliance, Clarity, and Consistency",10.37082/ijirmps.v13.i6.232852,doi_________::75445b28b3cd857cc3382d21df707968,https://doi.org/10.37082/ijirmps.v13.i6.232852,true,OPEN,gold,,Article,International Journal of Innovative Research in Engineering & Multidisciplinary Physical Sciences,Crossref
DCM-00682,UI/UX Design and Usability Test of a Conversational Robot for Adults with Developmental Disabilities : A Human-Centered Design Based Exploratory Study,10.5392/jkca.2025.25.08.763,doi_________::e92c9d934b1189761e2509af52ae8cee,https://doi.org/10.5392/jkca.2025.25.08.763,true,OPEN,gold,,Article,The Journal of the Korea Contents Association,Crossref
DCM-00684,A Study of Emotional UX on Non-purpose Interaction with Conversational AI,10.35280/kotpm.2021.24.2.14,doi_dedup___::092bf2e6648ea1cb1096f1d6d94fbea4,https://doi.org/10.35280/kotpm.2021.24.2.14,false,,,,Article,The Treatise on The Plastic Media,Crossref
DCM-00685,Enhancing UX Evaluation Through Collaboration with Conversational AI Assistants: Effects of Proactive Dialogue and Timing,10.1145/3613904.3642168,doi_dedup___::a5ec3e66eb3411b38b5abb02e88be33e,https://dblp.org/rec/conf/chi/KuangL0S24.html,false,,,,Conference object,DBLP,DBLP
DCM-00685,Enhancing UX Evaluation Through Collaboration with Conversational AI Assistants: Effects of Proactive Dialogue and Timing,10.1145/3613904.3642168,doi_dedup___::a5ec3e66eb3411b38b5abb02e88be33e,https://doi.org/10.1145/3613904.3642168,true,OPEN,hybrid,CC BY NC SA,Article,Unknown Repository,Crossref
DCM-00685,Enhancing UX Evaluation Through Collaboration with Conversational AI Assistants: Effects of Proactive Dialogue and Timing,10.1145/3613904.3642168,doi_dedup___::a5ec3e66eb3411b38b5abb02e88be33e,https://doi.org/10.1145/3613904.3642168,false,,,,Conference object,DBLP,DBLP
DCM-00686,"CONVERSATIONAL AI AND VIRTUAL AGENTS IN SERVICENOW ITSM: CONTAINMENT RATES, FAILURE MODES, AND UX DESIGN PRINCIPLES",10.34218/ijhcir_02_01_001,doi_________::880b84bf015658670652ad420e017384,https://doi.org/10.34218/ijhcir_02_01_001,false,,,,Article,Unknown Repository,Crossref
DCM-00687,Exploring AI Conversational Chatbot UX Design: Insights from High School,10.1007/978-3-031-84371-6_18,doi_________::bb02c3fce0af0771f23bd039e1be5803,https://doi.org/10.1007/978-3-031-84371-6_18,false,CLOSED,,Springer Nature TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00688,Grasping the complexity of UX in the Long-term in Interaction with Embodied Conversational Agents,10.54941/ahfe1005836,doi_dedup___::142189ade619607409aedbcc3a55c4b7,https://doi.org/10.54941/ahfe1005836,false,,,,Article,Unknown Repository,Crossref
DCM-00688,Grasping the complexity of UX in the Long-term in Interaction with Embodied Conversational Agents,10.54941/ahfe1005836,doi_dedup___::142189ade619607409aedbcc3a55c4b7,https://doi.org/10.54941/ahfe1005836,true,OPEN,,,Conference object,Usiena air - Università di Siena,Usiena air - Università di Siena
DCM-00688,Grasping the complexity of UX in the Long-term in Interaction with Embodied Conversational Agents,10.54941/ahfe1005836,doi_dedup___::142189ade619607409aedbcc3a55c4b7,https://doi.org/10.54941/ahfe1005836,false,CLOSED,,,Conference object,Archivio Istituzionale della Ricerca - Università degli Studi della Campania &quot;Luigi Vanvitelli&quot;,Archivio Istituzionale della Ricerca - Università degli Studi della Campania &quot;Luigi Vanvitelli&quot;
DCM-00688,Grasping the complexity of UX in the Long-term in Interaction with Embodied Conversational Agents,10.54941/ahfe1005836,doi_dedup___::142189ade619607409aedbcc3a55c4b7,https://hdl.handle.net/11365/1286734,true,OPEN,,,Conference object,Usiena air - Università di Siena,Usiena air - Università di Siena
DCM-00688,Grasping the complexity of UX in the Long-term in Interaction with Embodied Conversational Agents,10.54941/ahfe1005836,doi_dedup___::142189ade619607409aedbcc3a55c4b7,https://hdl.handle.net/11591/564405,false,CLOSED,,,Conference object,Archivio Istituzionale della Ricerca - Università degli Studi della Campania &quot;Luigi Vanvitelli&quot;,Archivio Istituzionale della Ricerca - Università degli Studi della Campania &quot;Luigi Vanvitelli&quot;
DCM-00688,Grasping the complexity of UX in the Long-term in Interaction with Embodied Conversational Agents,10.54941/ahfe1005836,doi_dedup___::142189ade619607409aedbcc3a55c4b7,https://openaccess.cms-conferences.org/publications/book/978-1-964867-36-6/article/978-1-964867-36-6_31,true,OPEN,,,Conference object,Usiena air - Università di Siena,Usiena air - Università di Siena
DCM-00689,Artificial Speech is Culture:,10.1007/978-3-031-05434-1_9,doi_dedup___::a39e17c005fe71fc95c50b399373a6fe,https://dblp.org/rec/conf/hci/Rodwell22.html,false,,,,Conference object,DBLP,DBLP
DCM-00689,Artificial Speech is Culture:,10.1007/978-3-031-05434-1_9,doi_dedup___::a39e17c005fe71fc95c50b399373a6fe,https://doi.org/10.1007/978-3-031-05434-1_9,false,CLOSED,,Springer Nature TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00689,Artificial Speech is Culture:,10.1007/978-3-031-05434-1_9,doi_dedup___::a39e17c005fe71fc95c50b399373a6fe,https://doi.org/10.1007/978-3-031-05434-1_9,false,,,,Conference object,DBLP,DBLP
DCM-00691,Voice user interface principles for a conversational agent,10.1145/964528.964536,doi_dedup___::ae4d9222959c0f0ffad58afd0c1b32c6,https://dblp.org/rec/conf/iui/RossBA04a.html,false,,,,Conference object,DBLP,DBLP
DCM-00691,Voice user interface principles for a conversational agent,10.1145/964528.964536,doi_dedup___::ae4d9222959c0f0ffad58afd0c1b32c6,https://doi.org/10.1145/964442.964536,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref
DCM-00691,Voice user interface principles for a conversational agent,10.1145/964528.964536,doi_dedup___::ae4d9222959c0f0ffad58afd0c1b32c6,https://doi.org/10.1145/964442.964536,false,,,,Conference object,DBLP,DBLP
DCM-00691,Voice user interface principles for a conversational agent,10.1145/964528.964536,doi_dedup___::ae4d9222959c0f0ffad58afd0c1b32c6,https://doi.org/10.1145/964528.964536,false,,,,Article,Unknown Repository,Crossref
DCM-00691,Voice user interface principles for a conversational agent,10.1145/964528.964536,doi_dedup___::ae4d9222959c0f0ffad58afd0c1b32c6,https://dx.doi.org/10.1145/964442.964536,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00691,Voice user interface principles for a conversational agent,10.1145/964528.964536,doi_dedup___::ae4d9222959c0f0ffad58afd0c1b32c6,https://dx.doi.org/10.1145/964442.964536,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00692,User-Interface-Design,10.1007/978-3-662-48370-1_5,doi_dedup___::f083c8d32a599de59fbd6d40cf628441,https://doi.org/10.1007/978-3-030-17427-9_5,false,CLOSED,,Springer TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00692,User-Interface-Design,10.1007/978-3-662-48370-1_5,doi_dedup___::f083c8d32a599de59fbd6d40cf628441,https://doi.org/10.1007/978-3-662-48370-1_5,false,CLOSED,,Springer TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00692,User-Interface-Design,10.1007/978-3-662-48370-1_5,doi_dedup___::f083c8d32a599de59fbd6d40cf628441,https://dx.doi.org/10.1007/978-3-662-48370-1_5,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00692,User-Interface-Design,10.1007/978-3-662-48370-1_5,doi_dedup___::f083c8d32a599de59fbd6d40cf628441,https://dx.doi.org/10.1007/978-3-662-48370-1_5,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00693,In Search of a Conversational User Interface for Personal Health Assistance,10.5220/0010384907240732,doi_dedup___::cdb2b4dbe1bb94ee18d1365b3f367dd1,https://dblp.org/rec/conf/biostec/JesseSS21.html,false,,,,Conference object,DBLP,DBLP
DCM-00693,In Search of a Conversational User Interface for Personal Health Assistance,10.5220/0010384907240732,doi_dedup___::cdb2b4dbe1bb94ee18d1365b3f367dd1,https://doi.org/10.5220/0010384907240732,false,,,,Article,Unknown Repository,Crossref
DCM-00693,In Search of a Conversational User Interface for Personal Health Assistance,10.5220/0010384907240732,doi_dedup___::cdb2b4dbe1bb94ee18d1365b3f367dd1,https://doi.org/10.5220/0010384907240732,true,OPEN,hybrid,CC BY NC ND,Article,Unknown Repository,UnpayWall
DCM-00693,In Search of a Conversational User Interface for Personal Health Assistance,10.5220/0010384907240732,doi_dedup___::cdb2b4dbe1bb94ee18d1365b3f367dd1,https://doi.org/10.5220/0010384907240732,false,,,,Conference object,DBLP,DBLP
DCM-00693,In Search of a Conversational User Interface for Personal Health Assistance,10.5220/0010384907240732,doi_dedup___::cdb2b4dbe1bb94ee18d1365b3f367dd1,https://dx.doi.org/10.5220/0010384907240732,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00693,In Search of a Conversational User Interface for Personal Health Assistance,10.5220/0010384907240732,doi_dedup___::cdb2b4dbe1bb94ee18d1365b3f367dd1,https://dx.doi.org/10.5220/0010384907240732,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00694,Progressivity for voice interface design,10.1145/3342775.3342788,doi_dedup___::a957ffc5286e287f8a56eefc1dd93b04,https://cronfa.swan.ac.uk/Record/cronfa55709/Download/55709__18711__72e83c996e6b4695b1510e0bfd04d2fc.pdf,true,OPEN,green,,Article,Unknown Repository,UnpayWall
DCM-00694,Progressivity for voice interface design,10.1145/3342775.3342788,doi_dedup___::a957ffc5286e287f8a56eefc1dd93b04,https://dblp.org/rec/conf/cui/FischerRPS19.html,false,,,,Conference object,DBLP,DBLP
DCM-00694,Progressivity for voice interface design,10.1145/3342775.3342788,doi_dedup___::a957ffc5286e287f8a56eefc1dd93b04,https://doi.org/10.1145/3342775.3342788,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref
DCM-00694,Progressivity for voice interface design,10.1145/3342775.3342788,doi_dedup___::a957ffc5286e287f8a56eefc1dd93b04,https://doi.org/10.1145/3342775.3342788,false,,,,Conference object,DBLP,DBLP
DCM-00694,Progressivity for voice interface design,10.1145/3342775.3342788,doi_dedup___::a957ffc5286e287f8a56eefc1dd93b04,https://dx.doi.org/10.1145/3342775.3342788,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00694,Progressivity for voice interface design,10.1145/3342775.3342788,doi_dedup___::a957ffc5286e287f8a56eefc1dd93b04,https://dx.doi.org/10.1145/3342775.3342788,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00695,Exploiting a Map-Based Interface in Conversational Recommender Systems for Mobile Travelers,10.4018/978-1-60566-818-5.ch005,doi_dedup___::158e4a9c87dfffcf02fa58a3543c9298,http://www.inf.unibz.it/~ricci/papers/RicciNguyeAverianovaMapRecPrintable.pdf,true,OPEN,green,,Part of book or chapter of book,Unknown Repository,UnpayWall
DCM-00695,Exploiting a Map-Based Interface in Conversational Recommender Systems for Mobile Travelers,10.4018/978-1-60566-818-5.ch005,doi_dedup___::158e4a9c87dfffcf02fa58a3543c9298,https://doi.org/10.4018/978-1-60566-818-5.ch005,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00697,Lightweight Techniques to Encourage Innovative User Interface Design,10.1201/9780203734544-5,doi_dedup___::8532ce4eb3b36a8fae0197331fe9bd57,https://doi.org/10.1201/9780203734544-5,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00697,Lightweight Techniques to Encourage Innovative User Interface Design,10.1201/9780203734544-5,doi_dedup___::8532ce4eb3b36a8fae0197331fe9bd57,https://dx.doi.org/10.1201/9780203734544-5,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00697,Lightweight Techniques to Encourage Innovative User Interface Design,10.1201/9780203734544-5,doi_dedup___::8532ce4eb3b36a8fae0197331fe9bd57,https://dx.doi.org/10.1201/9780203734544-5,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00698,Standards in user-interface design,10.4324/9780203471333_chapter_15,doi_________::67f8962a2b8ecc1c27cb0016440512a6,https://doi.org/10.4324/9780203471333_chapter_15,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00699,Methods for User Interface Design,10.1201/9781003063971-5,doi_dedup___::c7161f75a0695929b283b777664ae625,https://doi.org/10.1201/9781003063971-5,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00700,ETAG-based Design: User Interface Design as User Mental Model Design,10.1007/978-1-4471-1001-9_5,doi_dedup___::7514998045ad75ab8af171f7fa751f9a,https://doi.org/10.1007/978-1-4471-1001-9_5,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00700,ETAG-based Design: User Interface Design as User Mental Model Design,10.1007/978-1-4471-1001-9_5,doi_dedup___::7514998045ad75ab8af171f7fa751f9a,https://dx.doi.org/10.1007/978-1-4471-1001-9_5,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00700,ETAG-based Design: User Interface Design as User Mental Model Design,10.1007/978-1-4471-1001-9_5,doi_dedup___::7514998045ad75ab8af171f7fa751f9a,https://dx.doi.org/10.1007/978-1-4471-1001-9_5,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00700,ETAG-based Design: User Interface Design as User Mental Model Design,10.1007/978-1-4471-1001-9_5,doi_dedup___::7514998045ad75ab8af171f7fa751f9a,https://dx.doi.org/10.13140/2.1.3839.6800,false,,,,Conference object,ResearchGate Data,Datacite
DCM-00701,Transforming User-Centered Analysis into User Interface: The Design of New- Generation Products,10.1201/9780203734544-11,doi_dedup___::241f695aef98ef8cbde426edd8e7ab03,https://doi.org/10.1201/9780203734544-11,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00701,Transforming User-Centered Analysis into User Interface: The Design of New- Generation Products,10.1201/9780203734544-11,doi_dedup___::241f695aef98ef8cbde426edd8e7ab03,https://dx.doi.org/10.1201/9780203734544-11,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00701,Transforming User-Centered Analysis into User Interface: The Design of New- Generation Products,10.1201/9780203734544-11,doi_dedup___::241f695aef98ef8cbde426edd8e7ab03,https://dx.doi.org/10.1201/9780203734544-11,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00702,Mind the Gap: Surviving the Dangers of User Interface Design,10.1201/9780203734544-7,doi_dedup___::aa6cdcaa999313ef97eb9500f10b9722,https://doi.org/10.1201/9780203734544-7,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00702,Mind the Gap: Surviving the Dangers of User Interface Design,10.1201/9780203734544-7,doi_dedup___::aa6cdcaa999313ef97eb9500f10b9722,https://dx.doi.org/10.1201/9780203734544-7,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00702,Mind the Gap: Surviving the Dangers of User Interface Design,10.1201/9780203734544-7,doi_dedup___::aa6cdcaa999313ef97eb9500f10b9722,https://dx.doi.org/10.1201/9780203734544-7,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00703,User Interface Design: The Empirical Cases,10.1201/9781003063971-3,doi_dedup___::c64391cd87b69437543244e070e18b11,https://doi.org/10.1201/9781003063971-3,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00704,User Interface Design: Advice to the Designer,10.1201/9781003063971-6,doi_dedup___::1c30c3f67c23eb1b2f14343aa5038214,https://doi.org/10.1201/9781003063971-6,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00705,Model-Based User Interface Design: Successive Transformations of a Task/Object Model,10.1201/9780203734544-4,doi_dedup___::fe10d105399816c6ce39253789c9c7e7,https://doi.org/10.1201/9780203734544-4,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00705,Model-Based User Interface Design: Successive Transformations of a Task/Object Model,10.1201/9780203734544-4,doi_dedup___::fe10d105399816c6ce39253789c9c7e7,https://dx.doi.org/10.1201/9780203734544-4,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
